"rank","instrument","score","pct_rank","close","ret_5d","ret_20d","ann_vol_20d","sector","sic_description","news_count_5d","news_pos_count_5d","news_neg_count_5d","news_sentiment","most_recent_published_utc","pub_lag_days","pub_hour_utc","most_recent_title","most_recent_reasoning","most_recent_keywords","rule_avoid_high_precision","rule_buy_high_precision","rule_buy_legal_veto"
"104","GOOGL","-0.0007225171331556625","0.20576540755467196","385.69000244140625","0.11988973617553711","0.3040200471878052","0.3954114615917206","Services","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","99","62","4","POS","2026-05-01T17:53:00Z","-0.7451388888888889","17.0","StellarSpace Unveils New-Generation Industrial Automation Products at Silicon Valley Launch Event","Mentioned only as participant expert at the summit event; no specific business developments, partnerships, or product announcements involving Google.","industrial automation;embodied robotics;programmable logic controllers;servo systems;frequency converters","False","False","False"
"105","SW","-0.00430593734592872","0.2077534791252485","39.43000030517578","-0.013263225555419922","0.0035632848739624023","0.4291587769985199","Manufacturing","PAPERBOARD CONTAINERS & BOXES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"106","GOOG","-0.007812197872885923","0.20974155069582506","383.2200012207031","0.11947882175445557","0.3014332056045532","0.39290449023246765","Services","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","99","62","4","POS","2026-05-01T17:53:00Z","-0.7451388888888889","17.0","StellarSpace Unveils New-Generation Industrial Automation Products at Silicon Valley Launch Event","Mentioned only as participant expert at the summit event; no specific business developments, partnerships, or product announcements involving Google.","industrial automation;embodied robotics;programmable logic controllers;servo systems;frequency converters","False","False","False"
"107","NVR","-0.008921261596508983","0.2117296222664016","6154.14013671875","-0.05378425121307373","-0.07639038562774658","0.38200488686561584","Construction","OPERATIVE BUILDERS","1","0","1","NEG","2026-05-01T18:34:47Z","-0.7741550925925926","18.0","Mortgage Rates Just Hit a Four-Week High Thanks to Iran. Are Homebuilder Stocks a Buy on the Dip?","Revenue declined 22% to $1.88 billion, showing significant weakness in homebuilding demand.","mortgage rates;homebuilders;housing market;interest rates;Strait of Hormuz","False","False","False"
"108","COO","-0.009139713867770738","0.21371769383697814","62.36000061035156","-0.03197759389877319","-0.11130106449127197","0.2557794451713562","Manufacturing","OPHTHALMIC GOODS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"109","NUE","-0.015035752246055072","0.21570576540755468","226.0399932861328","0.05483222007751465","0.310680627822876","0.288552463054657","Manufacturing","STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)","1","0","0","NEUTRAL","2026-04-27T12:33:51Z","3.4764930555555558","12.0","Stock Market Today: Dow Futures Fall, S&P 500 Gains As Trump Halts Iran Talks— Organon, SAP, Cheetah Net Supply Chain Service In Focus (UPDATED)","Up 0.35% with strong price trend and solid value score. Analysts expect quarterly earnings of $2.82 per share on revenue of $8.88 billion.","stock market;futures;Iran talks;Federal Reserve;interest rates","False","False","False"
"110","NOC","-0.01588410386816519","0.21769383697813122","568.1400146484375","-0.0121193528175354","-0.1912597417831421","0.2920292913913727","Manufacturing","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS","4","3","1","POS","2026-04-30T07:37:00Z","0.6826388888888889","7.0","Military Communications Market Outlook 2026–2031: To Surpass USD 50 Billion by 2031 with Asia-Pacific Emerges as Fastest-Growing Region, Says Mordor Intelligenc","Key player in military communications market with exposure to growing demand for advanced systems, SATCOM technologies, and integrated multi-domain operations.","military communications;geopolitical tensions;satellite communications;5G networks;AI spectrum management","False","False","False"
"111","NKE","-0.016679855546908897","0.21968190854870775","44.400001525878906","-0.006489098072052002","0.0047522783279418945","0.2670202851295471","Manufacturing","RUBBER & PLASTICS FOOTWEAR","0","0","0","NO-NEWS","","","","","","","False","False","False"
"112","BEN","-0.02024837296746106","0.2216699801192843","29.84000015258789","0.10029494762420654","0.27521371841430664","0.3421837091445923","Finance_Insurance_RealEstate","INVESTMENT ADVICE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"113","APTV","-0.021251362955950308","0.22365805168986083","60.4900016784668","0.006489276885986328","-0.008198082447052002","0.3106257915496826","Manufacturing","MOTOR VEHICLE PARTS & ACCESSORIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"114","FSLR","-0.02442905400395979","0.22564612326043737","211.7100067138672","0.09264039993286133","0.08391356468200684","0.44039109349250793","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"115","AVGO","-0.02565042997231926","0.2276341948310139","421.2799987792969","-0.003500819206237793","0.3393101692199707","0.41951650381088257","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","25","15","2","POS","2026-05-01T19:27:00Z","-0.8104166666666667","19.0","The 4 Best AI Stocks to Buy in May","Massive growth in custom AI chip division with 106% YoY growth in Q1, CEO projects business will exceed $100B in 2027. Positioned as key partner for hyperscalers designing ASICs.","AI stocks;semiconductor;GPU demand;custom AI chips;cloud computing","False","False","False"
"116","SWK","-0.030471738410530483","0.22962226640159045","78.52999877929688","0.024660706520080566","0.14408504962921143","0.4856729209423065","Manufacturing","CUTLERY, HANDTOOLS & GENERAL HARDWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"117","UNH","-0.032826723794593476","0.23161033797216699","368.7799987792969","0.039051055908203125","0.33008718490600586","0.4186770021915436","Finance_Insurance_RealEstate","HOSPITAL & MEDICAL SERVICE PLANS","1","1","0","POS","2026-04-30T10:10:00Z","0.5763888888888888","10.0","Want to Build Real Wealth in Healthcare? These Stocks Are Worth Considering","Company recovered from previous underestimation of healthcare costs through better pricing, operational improvements, and AI efficiency. Raised full-year earnings outlook and showed 2% revenue growth with improvements across all business segments. Strong competitive moat as large","healthcare stocks;wealth building;pharmaceuticals;medtech;dividends","False","False","False"
"118","ELV","-0.039229537085427715","0.23359840954274355","372.67999267578125","0.08098387718200684","0.23921000957489014","0.3137213885784149","Finance_Insurance_RealEstate","HOSPITAL & MEDICAL SERVICE PLANS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"119","ORCL","-0.039907419373094166","0.2355864811133201","171.8300018310547","-0.008367955684661865","0.17386257648468018","0.6891549229621887","Services","SERVICES-PREPACKAGED SOFTWARE","8","2","2","NEUTRAL","2026-05-01T17:11:59Z","-0.7166550925925926","17.0","Stock Market Today: Apple Earnings Power S&P 500, Nasdaq To Records; Trump Hits EU","Jumped 7.2% on renewed AI cloud capex enthusiasm","S&P 500;Nasdaq 100;Apple earnings;technology rally;software stocks","False","False","False"
"120","INTU","-0.04006130386294724","0.23757455268389663","399.0400085449219","0.0078040361404418945","-0.055481910705566406","0.5680463314056396","Services","SERVICES-PREPACKAGED SOFTWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"121","STLD","-0.040613860887683054","0.23956262425447317","229.27000427246094","0.010935306549072266","0.2723085880279541","0.3466755449771881","Manufacturing","STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)","0","0","0","NO-NEWS","","","","","","","False","False","False"
"122","NEM","-0.040686677869492614","0.2415506958250497","108.62000274658203","-0.10008281469345093","-0.047610700130462646","0.5672901272773743","Mining","GOLD AND SILVER ORES","1","0","0","NEUTRAL","2026-04-29T14:26:59Z","1.3979282407407407","14.0","SIL vs. GDX: Silver Miners Outpaced Gold Miners in 2025. Will It Last?","Largest holding in GDX at 11.63%. Performance tied to gold mining sector dynamics and broader precious metals market trends.","precious metals mining;ETF comparison;silver miners;gold miners;investment returns","False","False","False"
"123","XYZ","-0.04573130809081477","0.24353876739562624","71.80999755859375","0.0025129318237304688","0.20123779773712158","0.3761414885520935","Services","SERVICES-PREPACKAGED SOFTWARE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"124","CARR","-0.04654028627206707","0.24552683896620278","67.62000274658203","0.1090700626373291","0.21378576755523682","0.5614489316940308","Manufacturing","AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP","2","1","0","POS","2026-04-30T17:09:08Z","0.28532407407407406","17.0","Stock Market Today: Dow Jones Roars As Industrials Rescue Wall Street From Meta-Led Tech Slide","Rose 10.3% on quarterly print well-received by data-center cooling thesis","Dow Jones;industrials;AI capital expenditure;mega-cap tech;data-center infrastructure","False","False","False"
"125","HCA","-0.0468565083023477","0.24751491053677932","433.0899963378906","0.0014567375183105469","-0.08212530612945557","0.41885650157928467","Services","SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC","1","0","0","NEUTRAL","2026-04-30T18:33:23Z","0.22681712962962963","18.0","Tenet Healthcare Blames Admissions Mix For Soft Q1 Sales","Mentioned briefly in a related article noting soft respiratory season and volume lags. Q1 2026 revenue grew 4.3% YoY to $19.11B with adjusted EPS of $7.15, but the company is flagging operational headwinds similar to Tenet, suggesting industry-wide challenges in the hospital sect","Q1 earnings;hospital operator;payer mix;admissions;guidance raised","False","False","False"
"126","ULTA","-0.04814933501651958","0.24950298210735586","531.9500122070312","-0.047623276710510254","-0.010123014450073242","0.26376089453697205","Retail","RETAIL-RETAIL STORES, NEC","1","0","0","NEUTRAL","2026-04-30T18:53:11Z","0.21306712962962962","18.0","Bill Hutchinson, CEO of Dunhill Partners, Announces Acquisition of Bradford Plaza in Stillwater, Oklahoma","Identified as a tenant at the shopping center. No direct business impact or company-specific information is provided.","retail acquisition;shopping center;Stillwater Oklahoma;real estate investment;commercial property","False","False","False"
"127","MOS","-0.04931302324604996","0.2514910536779324","23.149999618530273","-0.03541666269302368","-0.1153993010520935","0.3102087378501892","Manufacturing","AGRICULTURAL CHEMICALS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"128","BDX","-0.05664184921777137","0.25347912524850896","149.30999755859375","-0.018601298332214355","-0.033654749393463135","0.2066279947757721","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"129","BR","-0.05951121489630958","0.2554671968190855","155.25","0.001160740852355957","-0.03529483079910278","0.32437393069267273","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"130","TEL","-0.06604619882110933","0.25745526838966204","207.42999267578125","-0.03372621536254883","-0.007844328880310059","0.49305593967437744","Wholesale","WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"131","HPE","-0.06892915290058142","0.25944333996023855","28.56999969482422","0.014559626579284668","0.16091012954711914","0.33077022433280945","Manufacturing","COMPUTER & OFFICE EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"132","ZBRA","-0.07647564080461383","0.2614314115308151","227.0800018310547","-0.0027666687965393066","0.11953067779541016","0.3339599072933197","Manufacturing","GENERAL INDUSTRIAL MACHINERY & EQUIPMENT","0","0","0","NO-NEWS","","","","","","","False","False","False"
"133","VRSK","-0.07830244995620221","0.2634194831013916","181.11000061035156","0.0198209285736084","-0.021450161933898926","0.394687682390213","Services","SERVICES-COMPUTER PROCESSING & DATA PREPARATION","0","0","0","NO-NEWS","","","","","","","False","False","False"
"134","VLO","-0.0896641640445862","0.2654075546719682","246.8699951171875","0.046724557876586914","0.01138925552368164","0.44665074348449707","Manufacturing","PETROLEUM REFINING","2","1","1","NEUTRAL","2026-04-30T16:17:23Z","0.3212615740740741","16.0","Valero Delivers Strong Q1 Beat, But Lower Throughput Outlook Clouds Near-Term Stock Path","While Q1 results exceeded expectations with strong revenue and EPS beats, the stock declined due to significantly weaker Q2 guidance. The company projects reduced refining throughput from operational disruptions (Port Arthur scaffolding collapse and Benicia refinery shutdown), wh","Valero Energy;Q1 earnings beat;refining throughput decline;Port Arthur incident;Benicia refinery shutdown","False","False","False"
"135","ABT","-0.0933835561783044","0.2673956262425447","89.45999908447266","-0.018325448036193848","-0.1303587555885315","0.3065352737903595","Manufacturing","PHARMACEUTICAL PREPARATIONS","3","3","0","STRONG-POS","2026-04-29T08:31:00Z","1.645138888888889","8.0","Middle East and Africa Continuous Glucose Monitoring Market Forecast and Company Analysis Report 2026-2034 Featuring Dexcom, Medtronic, Senseonics, Abbott Diabe","Featured as a significant contributor to the growing CGM market in MEA, with favorable market conditions including government support for diabetes management and digital health integration.","continuous glucose monitoring;CGM market;Middle East and Africa;diabetes management;healthcare technology","False","False","False"
"136","DASH","-0.09512997129020898","0.26938369781312127","175.83999633789062","-0.005317330360412598","0.12393736839294434","0.5333046913146973","Services","SERVICES-BUSINESS SERVICES, NEC","0","0","0","NO-NEWS","","","","","","","False","False","False"
"137","ALLE","-0.0953080925113093","0.27137176938369784","135.49000549316406","-0.07262146472930908","-0.039486706256866455","0.3626357316970825","Services","SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"138","PPG","-0.1012118082706219","0.27335984095427435","107.51000213623047","-0.020856082439422607","0.04136002063751221","0.4303963780403137","Manufacturing","PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"139","WTW","-0.10150093097849983","0.2753479125248509","256.3399963378906","-0.10909539461135864","-0.11190414428710938","0.47231414914131165","Finance_Insurance_RealEstate","INSURANCE AGENTS, BROKERS & SERVICE","2","0","2","STRONG-NEG","2026-05-01T16:29:32Z","-0.6871759259259259","16.0","Why Willis Towers Watson Stock Was Sliding This Week","Stock declined 9% week-to-date due to weak organic revenue growth (3%), lack of concrete forward guidance, and management commentary on headwinds including healthcare inflation and geopolitical risks. Despite beating on adjusted earnings, the tepid top-line growth and absence of ","Willis Towers Watson;Q1 2026 earnings;organic revenue growth;stock decline;guidance","False","False","False"
"140","SYY","-0.10265574593408218","0.2773359840954274","74.05000305175781","-0.03278470039367676","0.04061269760131836","0.2620347738265991","Wholesale","WHOLESALE-GROCERIES & RELATED PRODUCTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"141","APO","-0.10530812860648851","0.279324055666004","130.4600067138672","0.049895405769348145","0.2187967300415039","0.406122088432312","Finance_Insurance_RealEstate","INVESTMENT ADVICE","8","3","5","NEG","2026-05-01T16:00:00Z","-0.6666666666666666","16.0","Bronstein, Gewirtz & Grossman LLC Urges Apollo Global Management, Inc. Investors to Act: Class Action Filed Alleging Investor Harm","The company faces serious allegations of securities fraud involving false statements about business relationships with Jeffrey Epstein and undisclosed communications between executives and Epstein. This represents material misrepresentation to investors and significant reputation","class action lawsuit;securities fraud;Apollo Global Management;Jeffrey Epstein;investor damages","False","False","False"
"142","EME","-0.1057024519621458","0.2813121272365805","903.5","0.038625121116638184","0.19463181495666504","0.39008691906929016","Construction","ELECTRICAL WORK","0","0","0","NO-NEWS","","","","","","","False","False","False"
"143","LDOS","-0.10754373778517509","0.28330019880715707","149.22999572753906","0.021703362464904785","-0.0603829026222229","0.2521970868110657","Services","SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN","1","1","0","POS","2026-04-28T21:11:40Z","2.1168981481481484","21.0","Stock Market Today, April 28: BigBear.ai Rises on Heavy Volume Ahead of Earnings as AI Defense Stocks See Increased Trading Activity","Leidos posted a steady gain of 1.32%, outperforming broader market declines and benefiting from increased interest in defense and government analytics sectors.","BigBear.ai;AI defense stocks;government contracts;earnings report;trading volume","False","False","False"
"144","MPC","-0.11163185125792","0.2852882703777336","246.14999389648438","0.0981975793838501","0.01828479766845703","0.4072129726409912","Manufacturing","PETROLEUM REFINING","3","3","0","STRONG-POS","2026-04-30T07:48:45Z","0.6744791666666666","7.0","Marathon Petroleum Stock Is Trending Overnight: Here's Why","Stock up 3.96% on strong earnings beat (Q4 EPS beat by 49.63%), dividend declaration, Iran blockade discussions supporting energy prices, bullish analyst ratings, and strong technical momentum in 89th percentile","Marathon Petroleum;energy sector;dividend;Iran blockade;oil prices","False","False","False"
"145","BRO","-0.12472656742113351","0.28727634194831014","57.630001068115234","-0.12549316883087158","-0.12615615129470825","0.3519091010093689","Finance_Insurance_RealEstate","INSURANCE AGENTS, BROKERS & SERVICE","0","0","0","NO-NEWS","","","","","","","False","False","False"
"146","TAP","-0.1259455104924438","0.28926441351888665","42.13999938964844","-0.007068812847137451","-0.043142616748809814","0.20818910002708435","Manufacturing","MALT BEVERAGES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"147","MO","-0.12604080177179525","0.2912524850894632","74.55000305175781","0.11468315124511719","0.1336679458618164","0.3149312138557434","Manufacturing","CIGARETTES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"148","ADI","-0.13218417402356117","0.2932405566600398","397.69000244140625","-0.004705071449279785","0.24926185607910156","0.395259827375412","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","2","2","0","POS","2026-04-29T12:26:00Z","1.4819444444444445","12.0","AI Is Reviving an Overlooked Chip Category—and These 3 Names Are Riding the Demand","Up 43% YTD with strong Q1 2026 performance (30% YOY revenue growth), AI-related businesses comprising 20% of revenue, strong dividend yield of 1.12% with 10.1% annualized five-year growth rate, and 27 of 31 analysts rating it a Buy.","analog chips;semiconductors;AI data centers;power delivery;signal management","False","False","False"
"149","LLY","-0.13340136421881396","0.2952286282306163","963.3300170898438","0.08978915214538574","0.029660701751708984","0.46162667870521545","Manufacturing","PHARMACEUTICAL PREPARATIONS","14","11","0","STRONG-POS","2026-05-01T18:45:00Z","-0.78125","18.0","Lilly’s Double-Beat Widens the GLP-1 Gap—And a New Pill Could Make It Permanent","Strong Q1 2026 earnings beat with 56% YOY revenue growth, $12.8B in GLP-1 sales, EPS 156% above prior year, raised full-year guidance by $2B on both ends, and FDA approval of innovative Foundayo product with no food/water restrictions. 25 of 30 analyst ratings are Buy/equivalent.","GLP-1 agonists;weight-loss medications;Foundayo;oral medication;pharmaceutical earnings","False","False","False"
"150","GRMN","-0.1339665076679793","0.29721669980119286","242.4199981689453","-0.06542277336120605","0.02007150650024414","0.3147174119949341","Manufacturing","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"151","MDT","-0.13594367262583515","0.2992047713717694","80.0","-0.03984636068344116","-0.07653236389160156","0.24538889527320862","Manufacturing","ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS","2","2","0","POS","2026-04-29T14:30:00Z","1.3958333333333333","14.0","Why Medtech Giants Are Quietly Paying Up for AI Diagnostics","Completed $585 million acquisition of CathWorks, adding AI-powered coronary assessment technology to its interventional cardiology portfolio. The FFRangio System demonstrated non-inferiority in a large randomized trial, strengthening the company's competitive position.","AI diagnostics;medical imaging;medtech acquisitions;cardiac imaging;continuous glucose monitoring","False","False","False"
"152","SBAC","-0.13955232829508474","0.30119284294234594","218.5800018310547","-0.004055202007293701","0.07126057147979736","0.41439923644065857","Finance_Insurance_RealEstate","REAL ESTATE INVESTMENT TRUSTS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"153","CRH","-0.14814915771913095","0.30318091451292245","115.44999694824219","-0.02161020040512085","0.10341203212738037","0.37820419669151306","Manufacturing","CEMENT, HYDRAULIC","1","1","0","POS","2026-05-01T09:54:00Z","-0.4125","9.0","Global Cement Industry Databook Report 2026: Value and Volume Across 100+ Market Segments by Products, Distribution, Market Share, Import/Export, End Markets 20","Noted for continued portfolio realignment and prioritization of maintenance scheduling and operational optimization. The company's focus on asset sweating rather than new capacity aligns with industry best practices.","cement industry;asset optimization;carbon governance;environmental compliance;infrastructure modernization","False","False","False"
"154","UPS","-0.15459197387076007","0.305168986083499","107.56999969482422","0.0051392316818237305","0.09564065933227539","0.2571789622306824","Transportation_Utilities","TRUCKING & COURIER SERVICES (NO AIR)","3","1","0","POS","2026-04-30T08:06:00Z","0.6625","8.0","Be Warned: A Historical Triple Whammy Awaits the SpaceX IPO","Referenced as historical IPO example that declined within six months of going public, used as comparative data point.","SpaceX IPO;initial public offering;valuation bubble;technology stocks;market history","False","False","False"
"155","EXPE","-0.15716243012484682","0.3071570576540755","251.83999633789062","0.0015908479690551758","0.11779844760894775","0.49952971935272217","Transportation_Utilities","TRANSPORTATION SERVICES","1","0","1","NEG","2026-04-29T13:19:40Z","1.4446759259259259","13.0","Wall Street Loved Booking's Resilience Story: The Hormuz Crisis Just Broke It","Carries exposure to the Europe-Asia transit corridor flagged by Booking as a channel of damage from the Hormuz crisis, suggesting similar negative impacts on bookings and travel demand.","Booking Holdings;travel stocks;Strait of Hormuz;guidance cut;earnings miss","False","False","False"
"156","ALB","-0.15763532562235327","0.3091451292246521","193.8800048828125","0.029469609260559082","0.08866310119628906","0.8338377475738525","Manufacturing","PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"157","PANW","-0.15919099759410218","0.3111332007952286","181.0800018310547","0.014226555824279785","0.10949075222015381","0.48086443543434143","Manufacturing","COMPUTER PERIPHERAL EQUIPMENT, NEC","2","1","0","POS","2026-05-01T07:39:00Z","-0.31875","7.0","Healthcare Cybersecurity Market: $97.79 Billion by 2031 with Cloud Security Segment Expanding at 18.58% CAGR, Reports Mordor Intelligence","Listed among major competitors in the expanding healthcare cybersecurity market, with strong demand for cloud security solutions and zero-trust frameworks driving market growth.","healthcare cybersecurity;cloud security;ransomware attacks;electronic health records;zero-trust security","False","False","False"
"158","CBOE","-0.16573083822165055","0.31312127236580517","326.9599914550781","0.07619893550872803","0.12764263153076172","0.3862161338329315","Finance_Insurance_RealEstate","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","1","0","0","NEUTRAL","2026-04-27T17:54:00Z","3.254166666666667","17.0","AriseAlpha launches Free AI Day Trading Bot, delivering precision execution and hands-free performance for beginners","CBOE is referenced only for its VIX volatility index data (33% increase in average daily volatility), serving as a neutral market indicator without direct impact on the company's operations or outlook.","AI trading bot;day trading;execution precision;retail trading;market volatility","False","False","False"
"159","NVDA","-0.16695887204437532","0.31510934393638174","198.4499969482422","-0.047150373458862305","0.11872148513793945","0.35207599401474","Manufacturing","SEMICONDUCTORS & RELATED DEVICES","92","43","9","POS","2026-05-01T19:27:00Z","-0.8104166666666667","19.0","The 4 Best AI Stocks to Buy in May","Strong growth catalyst with 72% projected revenue growth, high GPU demand from hyperscalers, and attractive valuation at 26x forward earnings. Stock positioned above $5 trillion market cap with years of data center completion ahead.","AI stocks;semiconductor;GPU demand;custom AI chips;cloud computing","False","False","False"
"160","BX","-0.1680143341588415","0.31709741550695825","126.3499984741211","0.03863537311553955","0.11764705181121826","0.435654878616333","Finance_Insurance_RealEstate","INVESTMENT ADVICE","2","1","1","NEUTRAL","2026-04-29T10:50:05Z","1.5485532407407407","10.0","Hedge Fund Billionaire Ken Griffin Warns Wealthy Investors May Not Grasp Private Credit Risks— 'The Real Issue Here Is...'","Mentioned as one of the firms aggressively expanding into semi-liquid funds targeting retail investors, contributing to the systemic risk Griffin warns about.","private credit;liquidity risk;redemption pressure;wealth investors;hedge funds","False","False","False"
"161","LOW","-0.1686338257878302","0.3190854870775348","233.3300018310547","-0.0454898476600647","0.009955406188964844","0.3388895094394684","Retail","RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS","1","0","0","NEUTRAL","2026-04-30T12:30:00Z","0.4791666666666667","12.0","1 Understated Dividend Stock That Could Be an Essential Part of Your Retirement Portfolio","Lowe's is mentioned as one of Realty Income's major tenants, representing a reliable revenue source. The mention is factual and contextual rather than evaluative.","dividend stock;REIT;retirement portfolio;passive income;monthly dividends","False","False","False"
"162","IQV","-0.1695754102433116","0.3210735586481113","157.77000427246094","-0.02779144048690796","-0.08940315246582031","0.40378883481025696","Services","SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH","0","0","0","NO-NEWS","","","","","","","False","False","False"
"163","CHRW","-0.17306562287703361","0.3230616302186879","177.3000030517578","-0.031306326389312744","0.05636322498321533","0.4145575761795044","Transportation_Utilities","ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO","0","0","0","NO-NEWS","","","","","","","False","False","False"
"164","SNPS","-0.17380428213746738","0.3250497017892644","489.0199890136719","-0.023561418056488037","0.2350548505783081","0.5185445547103882","Services","SERVICES-PREPACKAGED SOFTWARE","1","0","0","NEUTRAL","2026-04-27T10:11:44Z","3.5751851851851852","10.0","Why Is Atomera Stock Gaining Monday?","Expanding partnership with Atomera to enhance GaN modeling capabilities in their Sentaurus TCAD tools, which is positive for the business relationship, but no direct stock price impact mentioned in the article","Atomera;Synopsys;GaN collaboration;semiconductor;TCAD","False","False","False"
"165","IBKR","-0.1747049761636904","0.32703777335984097","80.45999908447266","0.0501173734664917","0.18777680397033691","0.38464799523353577","Finance_Insurance_RealEstate","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"166","FANG","-0.17543350888732248","0.3290258449304175","207.64999389648438","0.06601977348327637","0.07102322578430176","0.30040696263313293","Mining","CRUDE PETROLEUM & NATURAL GAS","0","0","0","NO-NEWS","","","","","","","False","False","False"
"167","EBAY","-0.17854392516791726","0.33101391650099404","104.06999969482422","0.06258928775787354","0.10548114776611328","0.3615165650844574","Services","SERVICES-BUSINESS SERVICES, NEC","1","0","0","NEUTRAL","2026-04-27T19:53:11Z","3.171400462962963","19.0","GameStop Bets On Retro: Inside The Strategy Behind The Nationwide In-Store Rollout","eBay is referenced as a specialty retro retailer competitor, but similarly positioned as lacking the in-store browsing and same-day transaction benefits that GameStop's physical locations offer.","retro gaming;physical retail;inventory curation;gross margins;in-store experience","False","False","False"
"168","F","-0.18018215396108778","0.33300198807157055","11.880000114440918","-0.040387749671936035","0.02413785457611084","0.3332321047782898","Manufacturing","MOTOR VEHICLES & PASSENGER CAR BODIES","4","3","1","POS","2026-05-01T15:00:00Z","-0.625","15.0","Solar Vehicle Research and Market Forecast Report 2026-2035","Ford is listed among leading companies in the solar vehicle sector, which is experiencing substantial growth driven by technological advancements and regulatory support for sustainable transportation.","solar vehicles;electric vehicles;lithium-ion batteries;monocrystalline panels;hybrid electric vehicles","False","False","False"
"169","SJM","-0.18162609162454804","0.3349900596421471","96.97000122070312","0.009368181228637695","0.01571178436279297","0.22723403573036194","Manufacturing","CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES","0","0","0","NO-NEWS","","","","","","","False","False","False"
"170","DHI","-0.18251870011704246","0.33697813121272363","149.97999572753906","-0.06203877925872803","0.07366311550140381","0.4051261246204376","Construction","OPERATIVE BUILDERS","1","0","1","NEG","2026-05-01T18:34:47Z","-0.7741550925925926","18.0","Mortgage Rates Just Hit a Four-Week High Thanks to Iran. Are Homebuilder Stocks a Buy on the Dip?","Revenue fell 2.3% to $7.56 billion and earnings per share declined despite aggressive stock buybacks, indicating weakness in the homebuilding sector.","mortgage rates;homebuilders;housing market;interest rates;Strait of Hormuz","False","False","False"
"171","WST","-0.1833415185162288","0.3389662027833002","300.67999267578125","-0.017899155616760254","0.18006277084350586","0.521926760673523","Manufacturing","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS","1","1","0","POS","2026-04-28T14:56:00Z","2.3777777777777778","14.0","Trends and Strategies in the 2026 Medical Device CMDO Market: Revenue to Exceed $354 Billion by 2033","Listed as a leading CDMO player benefiting from increased demand for specialized manufacturing and packaging services in the medical device sector.","CDMO market growth;medical device manufacturing;outsourcing;home care devices;minimally invasive treatments","False","False","False"
"172","TSLA","-0.18802808248659533","0.34095427435387676","390.82000732421875","0.03858625888824463","0.08383488655090332","0.40040239691734314","Manufacturing","MOTOR VEHICLES & PASSENGER CAR BODIES","30","9","4","POS","2026-05-01T17:11:59Z","-0.7166550925925926","17.0","Stock Market Today: Apple Earnings Power S&P 500, Nasdaq To Records; Trump Hits EU","Gained 3.6% as part of broad-based technology rally","S&P 500;Nasdaq 100;Apple earnings;technology rally;software stocks","False","False","False"
